"year","mean","median","lcl","ucl"
2015,0.349308450963381,0.348837209302326,0.311926605504587,0.390243902439024
2016,0.328381971992425,0.325581395348837,0.276595744680851,0.385416666666667
2017,0.315750884356249,0.314750064750065,0.263157894736842,0.372781065088757
2018,0.316484070955143,0.313192162589753,0.26530612244898,0.380208333333333
2019,0.314360415267223,0.312951134652334,0.260869565217391,0.372093023255814
2020,0.313014789607883,0.311475409836066,0.263736263736264,0.366197183098592
2021,0.313381159379382,0.312154020246506,0.260869565217391,0.368421052631579
2022,0.31300677748567,0.311390377140456,0.263157894736842,0.368794326241135
2023,0.314119091794591,0.3125,0.265560165975104,0.370629370629371
2024,0.313437949171574,0.313169430150562,0.262032085561497,0.367647058823529
2025,0.314499337490758,0.312937405177898,0.262295081967213,0.366771159874608
2026,0.315639797603368,0.315587044534413,0.266666666666667,0.368253968253968
2027,0.315905885693077,0.314446227929374,0.265822784810127,0.37125748502994
2028,0.317166941958285,0.315972222222222,0.264604810996564,0.372093023255814
2029,0.315712018093455,0.314222503160556,0.265116279069767,0.372093023255814
2030,0.317894255459464,0.316756133891684,0.267857142857143,0.371134020618557
2031,0.319145622489092,0.318006416606295,0.270114942528736,0.3717277486911
2032,0.316875361799061,0.315925824925007,0.264550264550265,0.370731707317073
2033,0.317663928896868,0.31748928281775,0.267080745341615,0.368421052631579
2034,0.316588024186734,0.315266353309832,0.266666666666667,0.368421052631579
2035,0.31704698402014,0.316140117503603,0.267857142857143,0.372093023255814
2036,0.316112519431271,0.31554476806904,0.263829787234043,0.36875
2037,0.315041680536661,0.313406558755518,0.264705882352941,0.364705882352941
2038,0.317635075365501,0.314767813498778,0.267716535433071,0.372262773722628
2039,0.315798562731003,0.315661727133367,0.266233766233766,0.365079365079365
2040,0.317416173516185,0.316561181434599,0.265193370165746,0.370892018779343
2041,0.316795511829523,0.317336480884385,0.263636363636364,0.369458128078818
2042,0.313720811492936,0.314535059821293,0.257575757575758,0.360902255639098
2043,0.312778417301617,0.31361260690529,0.260683760683761,0.364532019704433
2044,0.313929210853744,0.314285714285714,0.257918552036199,0.363636363636364
2045,0.316636789758991,0.31578947368421,0.267441860465116,0.370165745856354
