"year","mean","median","lcl","ucl"
2015,0.349418655696186,0.347932651321398,0.312796208530806,0.388625592417062
2016,0.328977601975519,0.327272727272727,0.27710843373494,0.385964912280702
2017,0.317176138568911,0.315887301897867,0.26605504587156,0.375886524822695
2018,0.314671199725615,0.3125,0.263157894736842,0.373913043478261
2019,0.314942240461818,0.3125,0.266932270916335,0.372727272727273
2020,0.312917876781163,0.311320754716981,0.264462809917355,0.371428571428571
2021,0.315086741164708,0.314646028129174,0.261980830670927,0.371428571428571
2022,0.312259506535589,0.311231841439746,0.26,0.368055555555556
2023,0.313132010655111,0.311764705882353,0.264591439688716,0.369127516778524
2024,0.314706806688361,0.314646028129174,0.26530612244898,0.369047619047619
2025,0.313659953301073,0.312951134652334,0.263636363636364,0.366666666666667
2026,0.31216374136533,0.311534806367308,0.263440860215054,0.360824742268041
2027,0.313146058904806,0.312620656370656,0.264822134387352,0.363057324840764
2028,0.312062380331291,0.311439459303998,0.263157894736842,0.364238410596026
2029,0.314225693779865,0.314285714285714,0.266355140186916,0.363636363636364
2030,0.315372544023639,0.314561435302646,0.265486725663717,0.368421052631579
2031,0.314627917507562,0.314400921658986,0.264227642276423,0.364705882352941
2032,0.315106935684234,0.314076075439712,0.263598326359833,0.371621621621622
2033,0.313567247462963,0.314685314685315,0.261363636363636,0.363957597173145
2034,0.314609386800562,0.313606229282632,0.261744966442953,0.366197183098592
2035,0.316544303378309,0.31488625487742,0.269503546099291,0.368421052631579
2036,0.316180616314337,0.31578947368421,0.26457399103139,0.367741935483871
2037,0.31358225180186,0.313412698412698,0.26530612244898,0.364583333333333
2038,0.313680077445429,0.313908596608251,0.263736263736264,0.361940298507463
2039,0.314363204329932,0.315412186379928,0.263681592039801,0.365758754863813
2040,0.314642675532476,0.315313852813853,0.26530612244898,0.364705882352941
2041,0.313869678000344,0.313025804171085,0.264248704663212,0.365853658536585
2042,0.312539723128959,0.312660256410256,0.2625,0.36231884057971
2043,0.312153380246964,0.313192162589753,0.257575757575758,0.363295880149813
2044,0.31102952985336,0.312154020246506,0.258823529411765,0.359550561797753
2045,0.312538001904843,0.3125,0.258333333333333,0.361963190184049
